company_name;industry;address;phone;website;municipality;data_source;source_file
Roof Design Studio;Interior designer;Campo dos Mártires da Pátria 61, 1150-276 Lisboa, Portugal;+351 21 325 8847;http://www.roof.pt/;lisbon;Google Maps;google_maps_lisbon.csv
Aires Mateus;Architect;R. Cecílio de Sousa 52, 1200-102 Lisboa, Portugal;+351 21 381 5650;http://www.airesmateus.com/;lisbon;Google Maps;google_maps_lisbon.csv
CVDB Arquitectos;Architect;R. Artilharia 1 67, 1250-002 Lisboa, Portugal;+351 21 608 6582;http://www.cvdbarquitectos.com/;lisbon;Google Maps;google_maps_lisbon.csv
SPACEGRAM;Architecture firm;R. Carlos Mardel 5 2º Andar, 1900-117 Lisboa, Portugal;+351 21 017 8013;http://www.spacegram.com/;lisbon;Google Maps;google_maps_lisbon.csv
Colectivo Warehouse;Architect;Alto do Varejão 10A, 1900-433 Lisboa, Portugal;+351 916 701 044;http://www.warehouse.pt/;lisbon;Google Maps;google_maps_lisbon.csv
DSA Architects International (Lisbon, Portugal);Architect;Alameda António Sérgio 7 2 D, 2795-023 Linda-a-Velha, Portugal;+351 21 419 3277;http://www.dsa-arch.com/;lisbon;Google Maps;google_maps_lisbon.csv
DC.AD;Architecture firm;R. Freitas Gazul 13B, 1350-148 Lisboa, Portugal;+351 21 396 0341;http://www.dc-ad.com/;lisbon;Google Maps;google_maps_lisbon.csv
Federico Melandri Architects;Architecture firm;R. Garrett 80 3° C, 1200-000 Lisboa, Portugal;+351 21 396 0436;http://federicomelandri.com/;lisbon;Google Maps;google_maps_lisbon.csv
Estadobruto Architects;Architect;R. Rodrigues Sampaio 94 A, 1150-281 Lisboa, Portugal;+351 21 357 1076;http://www.estadobruto.eu/;lisbon;Google Maps;google_maps_lisbon.csv
Liv-in;Interior designer;R. Castilho 39 8 F, 1250-068 Lisboa, Portugal;+351 912 222 011;https://www.liv-in.com/;lisbon;Google Maps;google_maps_lisbon.csv
Pedra Silva Arquitectos;Architect;TV do Corpo Santo 10 1dto, 1200-131 Lisboa, Portugal;+351 21 715 6210;http://www.pedrasilva.com/;lisbon;Google Maps;google_maps_lisbon.csv
Fragmentos;Architect;R. Camilo Castelo Branco 2D, 1150-084 Lisboa, Portugal;+351 21 466 1218;http://www.fragmentos.pt/;lisbon;Google Maps;google_maps_lisbon.csv
Rebelo de Andrade;Architecture firm;R. Maria Brown 2, 1500-433 Lisboa, Portugal;+351 21 936 3430;http://www.rebelodeandrade.com/;lisbon;Google Maps;google_maps_lisbon.csv
Studio Gameiro;Architect;Tv. do Rosário 33, 1250-196 Lisboa, Portugal;+351 21 347 2111;http://www.instagram.com/studiogameiro;lisbon;Google Maps;google_maps_lisbon.csv
Broadway Malyan;Architect;Estação do Rossio, Largo do Duque de Cadaval 17 1.º Esq, 1200-160 Lisboa, Portugal;+351 21 321 9440;http://www.broadwaymalyan.com/;lisbon;Google Maps;google_maps_lisbon.csv
MJARC arquitectos - Gabinete de projetos arquitetura e urbanismo lisboa;Architect;Av. da República 6 1º esq, 1050-191 Lisboa, Portugal;+351 21 158 2216;https://mjarc.com/pt/contactos?utm_source=gmb&utm_medium=lisbon&utm_campaign=lisbon;lisbon;Google Maps;google_maps_lisbon.csv
Frederico Valsassina Arquitectos Lda;Architect;Calçadinha do Tijolo Nº58, Porta 13, 1ºFte, 1100-608 Lisboa, Portugal;+351 21 885 4545;http://www.fvarq.com/;lisbon;Google Maps;google_maps_lisbon.csv
WALLNUT Design + Build;Architecture firm;R. Nova do Almada 59 3º, 1200-288 Lisboa, Portugal;+351 21 207 1122;https://www.wallnut.pt/contact;lisbon;Google Maps;google_maps_lisbon.csv
Lola Cwikowski Studio;Interior designer;Calçada do Monte 90, 1170-112 Lisboa, Portugal;+351 963 787 268;http://lolacwikowski.com/about;lisbon;Google Maps;google_maps_lisbon.csv
SGA_Sylvain GRASSET Architecture;Architect;R. Nova de São Mamede 7 2Dto, 1250-172 Lisboa, Portugal;+351 963 770 946;http://www.sylvaingrasset.com/;lisbon;Google Maps;google_maps_lisbon.csv
A+Architecture;Architecture firm;Rua da Bela Vista à Graça 31A, 1170-054 Lisboa, Portugal;+351 917 799 111;https://www.a-architecture.org/home;lisbon;Google Maps;google_maps_lisbon.csv
LUPAstudio;Architect;R. Bernardo Lima 35 5ºA, 1150-075 Lisboa, Portugal;+351 21 401 5263;http://www.lupa-studio.com/;lisbon;Google Maps;google_maps_lisbon.csv
LOA-D | Lisbon Office for Architecture and Design;Architecture firm;R. do Salitre 175 RC Dto, 1250-204 Lisboa, Portugal;+351 914 322 244;https://www.loa-d.com/;lisbon;Google Maps;google_maps_lisbon.csv
VOLUME - Architecture Lisbon Studio;Architect;R. de Santa Catarina 12, 1200-402 Lisboa, Portugal;+351 936 451 725;https://www.volume.com.pt/;lisbon;Google Maps;google_maps_lisbon.csv
Silva Dias Arquitectos;Architect;Rua 2 da Matinha, Lt A, 5º andar, Armazém B, Lisbon, 1950-073 Lisboa, Portugal;+351 21 842 9420;http://silvadias-arquitectos.com/;lisbon;Google Maps;google_maps_lisbon.csv
AURORA ARQUITECTOS;Architect;Av. Duque de Loulé 95 2º Drt, 1050-089 Lisboa, Portugal;+351 21 354 0530;http://www.aurora.com.pt/;lisbon;Google Maps;google_maps_lisbon.csv
HUMBERTO CONDE ARQUITECTOS;Architect;Edifício Aviz, Av. Fontes Pereira de Melo 35 4 J, 1050-118 Lisboa, Portugal;+351 21 387 6169;http://www.humbertoconde.com/;lisbon;Google Maps;google_maps_lisbon.csv
KEMA studio;Architect;R. do Alecrim 47 3ºA, 1200-028 Lisboa, Portugal;+351 912 662 400;http://www.kema.pt/contacto/;lisbon;Google Maps;google_maps_lisbon.csv
Bak Gordon Architects;Architect;R. do Alecrim 19A, 1200-014 Lisboa, Portugal;+351 21 347 1107;http://www.bakgordon.com/;lisbon;Google Maps;google_maps_lisbon.csv
São Bento Palace;State parliament;Praça da Constituição de 1976, 1200-619 Lisboa, Portugal;+351 21 391 9000;https://www.parlamento.pt/;lisbon;Google Maps;google_maps_lisbon.csv
EMMA;Architect;R. Camilo Castelo Branco 4 piso 3, 1150-084 Lisboa, Portugal;;http://www.emmarquitectos.com/;lisbon;Google Maps;google_maps_lisbon.csv
Atelier 66;Architect;R. Marcos Portugal 18 D, 1200-258 Lisboa, Portugal;+351 21 397 1179;http://www.atelier66.pt/;lisbon;Google Maps;google_maps_lisbon.csv
Terra Incógnita;Sailing school;Doca de Santo Amaro armazém 17, 1350-353 Lisboa;936 992 560;http://www.terraincognita.pt/;lisbon;Google Maps;google_maps_lisbon.csv
Gonçalo Byrne-arquitectos Lda;Architect;R. da Escola Politécnica 285, 1250-101 Lisboa, Portugal;+351 21 380 4190;http://www.goncalobyrnearquitectos.com/;lisbon;Google Maps;google_maps_lisbon.csv
GAVINHO;Architect;Praça da Alegria 66A, 1250-096 Lisboa, Portugal;+351 21 587 7391;http://www.by-gavinho.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=12805192461665994954;lisbon;Google Maps;google_maps_lisbon.csv
Almeida Fernandes Arquitectura & Design (ALFA);Architecture firm;R. de Sant'Ana à Lapa 67, 1200-797 Lisboa, Portugal;+351 910 711 839;https://www.almeidafernandes.pt/;lisbon;Google Maps;google_maps_lisbon.csv
João Carmo Simões ARCHITECTURE / JCS arch+;Architecture firm;R. Rodrigues Sampaio 97 2.º Andar, 1150-279 Lisboa, Portugal;+351 21 099 2319;http://www.jcs.archi/;lisbon;Google Maps;google_maps_lisbon.csv
cfarquitetos;Architect;R. Correia Teles 31 3º Esq, 1350-093 Lisboa, Portugal;+351 916 053 472;https://cfarquitetos.carbonmade.com/;lisbon;Google Maps;google_maps_lisbon.csv
wonderstudio: arquitetura & design de interiores;Architect;R. Sampaio e Pina 12 R/C, 1070-249 Lisboa, Portugal;+351 21 584 8356;https://wonderstudio.pt/pages/contactos;lisbon;Google Maps;google_maps_lisbon.csv
DZINE & Co;Interior architect office;R. das Janelas Verdes, Antigo Convento dos Marianos Galeria 6A, 1200-690 Lisboa, Portugal;+351 21 242 7934;http://dzine.pt/;lisbon;Google Maps;google_maps_lisbon.csv
João Tiago Aguiar arquitectos;Architect;Rua da Emenda 111 2º Esq, 1200-169 Lisboa, Portugal;+351 21 342 0546;http://www.joaotiagoaguiar.com/;lisbon;Google Maps;google_maps_lisbon.csv
António Costa Lima Arquitectos;Architect;Av. 24 de Julho 4B Armazém 4, 1200-480 Lisboa, Portugal;+351 21 343 2868;http://www.antoniocostalima.com/;lisbon;Google Maps;google_maps_lisbon.csv
santa bárbara arquitectos;Architect;R. Santa Bárbara 46, 1150-289 Lisboa, Portugal;+351 918 782 738;http://www.a-sb.pt/;lisbon;Google Maps;google_maps_lisbon.csv
Falcão de Campos;Architect;Tv. do Marquês de Sampaio 10, 1200-262 Lisboa, Portugal;+351 21 395 0988;http://www.falcaodecampos.pt/;lisbon;Google Maps;google_maps_lisbon.csv
RAR.STUDIO;Architecture firm;Calçada da Cruz da Pedra Lote L loja A, 1900-173 Lisboa, Portugal;+351 21 813 1057;http://www.rar-studio.com/;lisbon;Google Maps;google_maps_lisbon.csv
TERNULLOMELO Architects;Architect;Av. Bombeiros Voluntários de Algés 37A, 1495-025 Algés, Portugal;+351 21 053 4355;http://www.ternullomelo.com/;lisbon;Google Maps;google_maps_lisbon.csv
CAMPO Arquitectura;Architect;R. Ruben A. Leitão 2B, 1200-329 Lisboa, Portugal;+351 910 518 747;http://campoarquitectura.com/;lisbon;Google Maps;google_maps_lisbon.csv
Conde Paradela Architects;Architect;Praça João do Rio 8 RC dto, 1000-180 Lisboa, Portugal;;http://condeparadela.com/;lisbon;Google Maps;google_maps_lisbon.csv
Atelier Central Arquitectos;Architecture firm;Rua Ricardo Espírito Santo nº 9 cv. dta., 1200-790 Lisboa, Portugal;+351 21 393 1240;http://www.ateliercentral.pt/;lisbon;Google Maps;google_maps_lisbon.csv
PREMISSA atelier de arquitetura;Architect;Praça da Figueira 7 2.º Esq.º, 1100-240 Lisboa, Portugal;+351 934 776 643;http://www.premissa.pt/;lisbon;Google Maps;google_maps_lisbon.csv
LxDesign;Interior Decorator;R. Pinheiro Chagas 88B, 1050-180 Lisboa, Portugal;+351 21 715 0268;https://lxdesign.pt/lojas/;lisbon;Google Maps;google_maps_lisbon.csv
ARCHWAY | arquitetos & criadores;Architect;R. Quintinha 80, 1200-368 Lisboa, Portugal;+351 21 197 4392;http://www.archway.pt/;lisbon;Google Maps;google_maps_lisbon.csv
Frederica Pereira - Arquitectura/Remodelações. 15 anos de Experiência;Architecture firm;R. Manuel Soares Guedes, 1170-200 Lisboa, Portugal;+351 936 268 603;https://fredericaarchitect.as.me/;lisbon;Google Maps;google_maps_lisbon.csv
Martina Arch | Lisboa;Architect;Praça, Lgo Adelino Amaro da Costa 8 2ºD, 1100-006 Lisboa, Portugal;+351 924 234 507;https://www.martinaarch.com/;lisbon;Google Maps;google_maps_lisbon.csv
Monstera;Construction company;R. Castilho 44 5º andar, 1250-091 Lisboa, Portugal;+351 939 783 024;http://www.monstera.pt/;lisbon;Google Maps;google_maps_lisbon.csv
Teatro Nacional de São Carlos;Concert hall;R. Serpa Pinto 9, 1200-442 Lisboa, Portugal;+351 21 325 3000;http://tnsc.pt/;lisbon;Google Maps;google_maps_lisbon.csv
meta.atelier;Architecture firm;Av. Alm. Gago Coutinho 55A, 1700-027 Lisboa, Portugal;+351 916 050 285;https://www.metaatelier.com/;lisbon;Google Maps;google_maps_lisbon.csv
Atelier 106, arquitectura e decoração Lda.;Architect;Av. António Augusto de Aguiar 179, 1050-015 Cave, Portugal;+351 917 117 526;http://www.atelier106.pt/;lisbon;Google Maps;google_maps_lisbon.csv
A.As - Arquitectos Associados;Architect;Calçada de Salvador Correia de Sá 25, 1200-397 Lisboa, Portugal;+351 21 347 4207;https://www.aas.pt/;lisbon;Google Maps;google_maps_lisbon.csv
Bemposta Palace;Historical landmark;Capela do Paço da Bemposta, Paço da Rainha 30, 1150-065 Lisboa, Portugal;;;lisbon;Google Maps;google_maps_lisbon.csv
APPARATUS ARCHITECTS;Architecture firm;R. Carlos Calisto 5, 1400-043 Lisboa, Portugal;+351 21 157 4272;http://apparatusarch.com/;lisbon;Google Maps;google_maps_lisbon.csv
MASSLAB Lisboa;Architecture firm;R. de São Marçal 170, 1200-423 Lisboa, Portugal;+351 22 017 8786;https://www.masslab.pt/;lisbon;Google Maps;google_maps_lisbon.csv
Atelier Átrio;Architect;Rua da República 98 1º Direito, 2670-470 Loures, Portugal;+351 926 056 723;http://www.atelier-atrio.pt/;loures;Google Maps;google_maps_loures.csv
Sérgio Miguel Godinho, Arquitecto;Architect;R. Rómulo de Carvalho 28 Lado B, 2660-702 Loures, Portugal;+351 21 581 3816;https://www.instagram.com/sergiomiguelgodinho_arq/;loures;Google Maps;google_maps_loures.csv
Susete da Silva + Ana Ferreira, Arquitectos e Assoc. Lda;Architect;R. Dr. Manuel de Arriaga n.º28-A, 2670-451 Loures, Portugal;+351 21 605 5196;;loures;Google Maps;google_maps_loures.csv
Meireles Cabral Arquitectos;Architect;Av. Diogo Cão 19 B, 2670-457 Loures, Portugal;+351 911 762 652;http://www.mcarquitectos.pt/;loures;Google Maps;google_maps_loures.csv
Atelier Geometria - Arquitectura e Urbanismo Lda;Architect;Av. Descobertas 15 3ºA, 2670-383 Loures, Portugal;+351 21 983 8072;http://www.ateliergeometria.com/;loures;Google Maps;google_maps_loures.csv
Urban Obras Loures;Interior Decorator;R. Dr. Manuel de Arriaga 8-B Loja N, 2670-451 Loures, Portugal;+351 21 191 2478;https://www.urbanobras.pt/orcamento/;loures;Google Maps;google_maps_loures.csv
TECNIARQUITETURA;Architect;Rua Francisco Canas 23 Fração BB Centro Empresarial de, 2660-500, Portugal;+351 21 139 0402;;loures;Google Maps;google_maps_loures.csv
Enarco- Gabinete de Engenharia E Arquitectura Lda.;Architect;R. Avelar Brotero n.º 41, 2670-418 Loures, Portugal;+351 21 356 1496;;loures;Google Maps;google_maps_loures.csv
Third Skin - Architecture Agency;Architect;;;https://thirdskinarchitecture.com/feasibilitycall;loures;Google Maps;google_maps_loures.csv
Traço Criativo;Architect;Jardim da Amoreira, Rua Carlos Ramos 4, loja A e B, urbanização, 2620-529 Odivelas, Portugal;+351 21 933 7177;http://tracocriativo.pt/;loures;Google Maps;google_maps_loures.csv
CT ARQUITECTOS ASSOCIADOS, LDA;Architect;Praceta Gil Eanes 4B, 2660-444 Santo António dos Cavaleiros, Portugal;+351 21 931 4024;;loures;Google Maps;google_maps_loures.csv
Fátima Graf - Interior Design;Interior designer;Av. Diogo Cão 3 8º Esq, 2670-327 Loures, Portugal;+351 915 404 021;;loures;Google Maps;google_maps_loures.csv
Oway Arquitetura;Architect;R. Guilherme Marconi 13 Loja 13, 2620-448 Ramada, Portugal;+351 21 933 8943;;loures;Google Maps;google_maps_loures.csv
AJA - Reabilitação - Remodelação - Construção;Architecture firm;Av. Diogo Cão, 2670-327 Loures, Portugal;+351 963 434 424;http://www.ajaprojetos.com/;loures;Google Maps;google_maps_loures.csv
Lugaresimétricos - Arquitectura E Engenharia, Lda.;Architect;Av. 25 de Abril Nº4 Loja Direita, 2620-185 Ramada, Portugal;+351 21 981 0315;https://lugaresimetricos.pt/;loures;Google Maps;google_maps_loures.csv
SKL - Arquitectura E Engenharia, Lda;Architect;Cv . Frt, Praceta Maria Lamas nº 1, 2675-572 Odivelas, Portugal;+351 21 934 4179;;loures;Google Maps;google_maps_loures.csv
RC Arquitetura;Architect;Colinas do Cruzeiro, Av. Miguel Torga nº 5 A, 2675-678 Odivelas, Portugal;+351 937 548 803;https://grupocity.pt/rc-arquitetura/;loures;Google Maps;google_maps_loures.csv
Arquitetura Joana Andrade;Architect;;+351 963 434 424;https://www.ajaprojetos.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=404214668027809505;loures;Google Maps;google_maps_loures.csv
Brand Spice - Comunicação e Imagem, Lda;Interior designer;R. Dr. Manuel de Arriaga 30, 2670-451 Loures, Portugal;+351 21 586 0949;;loures;Google Maps;google_maps_loures.csv
Anipal-Estofos, Cortinados e Decoração em Loures;Home goods store;Rua Vasco da Gama, n.º 27 A/B, Urb. Infantado, 2670-397 Loures, Portugal;+351 21 983 0080;http://www.anipal.pt/;loures;Google Maps;google_maps_loures.csv
Gabinete de estudos e projectos de Arquitectura e Engenharia;Professional services;R. António Luís Gomes 1, 2620-310 Ramada, Portugal;+351 913 549 086;;loures;Google Maps;google_maps_loures.csv
Atelier Conceito Urbano;Architect;Praceta Francine Benoit, nº 3, c/v frt, Arroja, 2675-551 Odivelas, Portugal;;http://www.conceito-urbano.com/;loures;Google Maps;google_maps_loures.csv
Elisa Carvalho Design & Interiores;Interior designer;R. Guilherme Marconi 7B, 2620-448 Ramada, Portugal;+351 960 129 662;https://elisacarvalho.com/;loures;Google Maps;google_maps_loures.csv
grupo GUTEFORM | Arquitetura & Design |;Architect;R. da Paiã 23 B, 2675-935 Odivelas, Portugal;+351 21 588 1761;http://www.guteform.pt/;loures;Google Maps;google_maps_loures.csv
Espaço Cidade - Arquitectos Associados, Lda.;Architect;Bairro da Funcheira, 2715-224 Almargem do Bpo., Portugal;+351 965 017 386;http://www.espacocidade.com/;loures;Google Maps;google_maps_loures.csv
Arquitetarte - Arquitetura & Interior Design;Interior designer;Praceta Gil Eanes 1 Loja CD, 2660-444 Lisboa, Portugal;+351 21 807 6108;;loures;Google Maps;google_maps_loures.csv
Kuerencia Decor;Interior designer;Colinas do Cruzeiro |, R. Antero de Quental 54 | Loja Dta, 2675-690 Odivelas, Portugal;+351 937 251 488;https://wa.me/351937251488;loures;Google Maps;google_maps_loures.csv
CASAS CRIA-FORMA;Home builder;R. Cidade do Porto 10, 2660-026 Frielas, Portugal;+351 21 581 1890;http://www.casascriaforma.pt/;loures;Google Maps;google_maps_loures.csv
Arquitecto Luís Correia Cardoso;Architect;2605-771 Casal de Cambra, Portugal;+351 21 800 8946;;loures;Google Maps;google_maps_loures.csv
Raízes Paralelas Interior Design;Interior designer;Rua do Paraíso 61, 2695-661 São João da Talha, Portugal;+351 928 255 123;https://www.raizesparalelas.com/;loures;Google Maps;google_maps_loures.csv
Gabinete de Arquitetura Lisboa | Arqvila;Architecture firm;;+351 918 933 694;https://arqvila.com/#orcamento;loures;Google Maps;google_maps_loures.csv
Metamorphoses Home Design;Interior designer;R. Laura Aires 11A, 2675-564 Odivelas, Portugal;+351 21 934 2870;http://www.metamorphoseshomedesign.pt/;loures;Google Maps;google_maps_loures.csv
Darkstudio;Building firm;R. Fernando Namora 4, 2675-302 Odivelas, Portugal;+351 924 153 365;https://darkstudio.pt/contactos/;loures;Google Maps;google_maps_loures.csv
Arkitetura;Architect;Praceta Salgado Zenha 3 loja 1, Flamenga, 2660-328 Santo António dos Cavaleiros, Portugal;+351 21 810 9057;https://arkitetura.pt/;loures;Google Maps;google_maps_loures.csv
HIN ARCHITECTURE;Architectural designer;R. Paiva Couceiro 11 4º Esq, 2675-423 Odivelas, Portugal;+351 910 276 326;;loures;Google Maps;google_maps_loures.csv
if3Design - Projetos Decoração;Interior designer;Vilas de S. Francisco, R. São Miguel Arcanjo 23A, 2695-878 São João da Talha, Portugal;;https://www.if3design.pt/;loures;Google Maps;google_maps_loures.csv
Studio Larissa Sciortino;Interior designer;;;https://www.instagram.com/studio.larissasciortino/;loures;Google Maps;google_maps_loures.csv
NSPACE;Construction company;R. Alves Redol 118, 2680-378 Unhos, Portugal;+351 913 787 230;https://www.facebook.com/NSPACE.ERGORBIS;loures;Google Maps;google_maps_loures.csv
RNovLar;Interior designer;R. da Régua 17, 2605-817 Casal de Cambra, Portugal;+351 966 305 262;http://www.rnovlar.pt/;loures;Google Maps;google_maps_loures.csv
Engiexpoente - Engenharia e Construções Lda;Painter;R. José Augusto Gouveia, 1685-181 Famões, Portugal;+351 960 236 947;https://www.welinkbuilders.pt/eletricista/ladrilhador/carpinteiro/pedreiro/pintor/estucador/canalizador/serralheiro/gestor-de-obras/operadores-de-maquinas-de-construcao-civil/engenheiro-civil/caixilharia/gestor-de-imoveis/remodelacao/construcao-de-imoveis/designer-grafico-3d/reabilitacao/1685-181-famoes-portugal/engiexpoente-engenharia-e-construcoes-lda-321;loures;Google Maps;google_maps_loures.csv
Municipality of Loures;Local government office;Praça da Liberdade, 2674-501 Loures, Portugal;+351 21 115 0100;https://www.cm-loures.pt/;loures;Google Maps;google_maps_loures.csv
NANO arquitectura + construção;Architect;Av. David Mourão-Ferreira 53 7D, 1750-220 Lisboa, Portugal;+351 912 470 472;http://nano.com.pt/;loures;Google Maps;google_maps_loures.csv
João Peixe Brotherwood;Carpenter;R. Gil Vicente 26, 2660-163 Santo Antão do Tojal, Portugal;;http://www.joaopeixe.com/;loures;Google Maps;google_maps_loures.csv
Carlos Sousa Valles -- Arquitectos;Architect;R. Tito de Morais 1, 1750-455 Lisboa, Portugal;+351 21 845 1422;https://www.facebook.com/CarlosSousaVallesArquitectos;loures;Google Maps;google_maps_loures.csv
Pedacos E Compassos Lda;Architect;;+351 963 401 003;;loures;Google Maps;google_maps_loures.csv
La Maison Boutique;Interior designer;R. Pulido Valente Nº8 loja A, 2675-672 Odivelas, Portugal;+351 917 253 334;http://www.lamaisonboutique.pt/;loures;Google Maps;google_maps_loures.csv
Decorlir - Estofos e Decorações;Architect;R. de Coimbra 4 B C, 2605-738 Casal de Cambra, Portugal;+351 21 981 1710;;loures;Google Maps;google_maps_loures.csv
LS Atelier;Architect;;+351 913 088 710;https://www.lsatelier.pt/;loures;Google Maps;google_maps_loures.csv
Dépayser Interiores;Interior designer;Rua Ricardo Reis 3, Centro Comercial Apolo 26, Loja 14, 2675-239 Odivelas, Portugal;+351 924 725 215;https://depayserimoveis.my.canva.site/depayserinteriores;loures;Google Maps;google_maps_loures.csv
Vintage Obras;Construction company;R. Dr. Sidónio Pais 19, 2675-504 Odivelas, Portugal;+351 968 673 613;https://vintageobras.pt/;loures;Google Maps;google_maps_loures.csv
Célia Caiado Arquitectos;Architect;Av. Nuno Krus Abecassis 36, 1750-456 Lisboa, Portugal;+351 933 477 662;https://www.arquitecturaceliacaiado.com/;loures;Google Maps;google_maps_loures.csv
Toka Makaridze;Painter;Praceta Carolina Beatriz Ângelo 4, 2675-546 Odivelas, Portugal;+351 925 455 111;https://www.welinkbuilders.pt/pintor/estucador/reabilitacao/pedreiro/remodelacao/2675-546-odivelas-portugal/toka-makaridze-322;loures;Google Maps;google_maps_loures.csv
Jcfs-arquitectos E Designers Lda;Architect;R. Aristides de Sousa Mendes 4C Esc 1, 1600-413 Lisboa, Portugal;+351 21 712 1200;http://www.jcfs.eu/;loures;Google Maps;google_maps_loures.csv
HIGHPLAN \ ARQUITECTOS;Architect;R. Padre Américo 17B 1Esq, 1600-548 Lisboa, Portugal;+351 21 096 2823;http://www.highplan.pt/;loures;Google Maps;google_maps_loures.csv
Atelier Data;Architecture firm;R. São José 17, 1150-321 Lisboa, Portugal;+351 21 812 3838;http://www.atelierdata.com/;loures;Google Maps;google_maps_loures.csv
Cadtresd, Lda;Interior designer;R. Guilherme Marconi 16B, 2620-448 Ramada, Portugal;+351 21 247 0477;;loures;Google Maps;google_maps_loures.csv
VangorLG Atelier Luisa Guerreiro;Interior designer;;+351 962 738 833;https://vangor.pt/;loures;Google Maps;google_maps_loures.csv
Futurpólis Sociedade de Engenharia e Arquitectura;Architect;Av. de França 7, Odivelas, Portugal;+351 21 980 0539;;loures;Google Maps;google_maps_loures.csv
Rui Avelar - Arquitectura e Urbanismo;Architect;Largo Luís Camões 6, 2670-631 Bucelas, Portugal;+351 21 968 1611;http://www.ruiavelar.com/;loures;Google Maps;google_maps_loures.csv
En Privè - Atelier de Arquitectura;Architect;R. Maria Amália Vaz de Carvalho, 1675-614 Pontinha, Portugal;+351 911 533 388;http://enprive.pt/;loures;Google Maps;google_maps_loures.csv
KonceptNess;Architect;R. Poe. Bocage 11C, 1600-581 Lisboa, Portugal;+351 21 014 6026;http://www.konceptness.com/;loures;Google Maps;google_maps_loures.csv
Lucia Santos - arquitectura;Architect;;+351 918 933 255;;loures;Google Maps;google_maps_loures.csv
Ricardo Serra Arquitecto;Architect;R. Conselheiro Lopo Vaz D Loja F, 1800-142 Lisboa, Portugal;+351 21 247 4109;https://ricardoserra.pt/;loures;Google Maps;google_maps_loures.csv
Bransolutions-Prestação de Serviços Lda;Architecture firm;;+351 968 129 941;;loures;Google Maps;google_maps_loures.csv
Habita Mais;Architect;Rua Dr.º, R. Dr. José Baptista de Sousa 47 d, 1500-244 Lisboa, Portugal;+351 21 726 0910;https://www.habitamais.pt/contactos;loures;Google Maps;google_maps_loures.csv
Urban Preview | Arquitetura e Reabilitação;Architect;R. Ilha do Porto Santo 7, 1675-111 Pontinha, Portugal;+351 911 033 210;http://fb.com/urbanpreview;loures;Google Maps;google_maps_loures.csv
DNInteriores - Dulce Nunes;Interior designer;;+351 914 286 484;http://dninteriores.tilda.ws/;loures;Google Maps;google_maps_loures.csv
Sketch Ideas;Interior designer;;+351 968 055 549;;loures;Google Maps;google_maps_loures.csv
RUÍDOGRÁFICO;Design agency;Tv. Barbosa de Rezende 4, 2670-421 PORTUGAL, Portugal;+351 914 480 194;http://ruidografico.pt/;loures;Google Maps;google_maps_loures.csv
Urban Lapas luxury family farm;Architecture firm;;+351 963 910 337;;loures;Google Maps;google_maps_loures.csv
HARTCASA;Architect;R. João Luís de Moura n.º 71, 2530-158 Lourinhã, Portugal;+351 261 423 930;https://www.hartcasa.com/contactos;lourinha;Google Maps;google_maps_lourinha.csv
HM Arquitectos;Architect;Tv. Dra. Ana Jorge n.1 1º - Andar, 2530-128 Lourinhã, Portugal;+351 261 469 481;http://www.hmarquitectos.pt/;lourinha;Google Maps;google_maps_lourinha.csv
TABF ARQUITETURA;Architect;R. da Misericórdia 5 1ºB, 2530-137 Lourinhã, Portugal;+351 918 174 832;https://www.tiago-figueiroa.com/;lourinha;Google Maps;google_maps_lourinha.csv
Feng Shui consulting & training;Architect;R. Inf. Dom Henrique 1L, 2530-241 Lourinhã, Portugal;+351 962 401 001;http://www.masazorn.com/;lourinha;Google Maps;google_maps_lourinha.csv
Desenhoeste Lda. Gabinete de Arquitectura e Engenharia.;Architect;R. Francisco Rocha 27 R/C, 2530-110 Lourinhã, Portugal;+351 261 461 118;http://www.desenhoeste.com/;lourinha;Google Maps;google_maps_lourinha.csv
Espaço4U;Interior designer;R. 25 de Abril 1, 2530-128 Lourinhã, Portugal;+351 261 099 105;;lourinha;Google Maps;google_maps_lourinha.csv
Projectos Sérgio M A Fernandes;Engineer;R. Dr. Francisco Sá Carneiro 10 Sala 6, 2530-108 Lourinhã, Portugal;+351 261 413 022;;lourinha;Google Maps;google_maps_lourinha.csv
DOKKA Arquitetura;Architect;Shopping Lourinhã, R. dos Bombeiros Voluntários 30 Loja 01, 2530-147 Lourinhã, Portugal;+351 935 068 505;https://www.arqdokka.com/;lourinha;Google Maps;google_maps_lourinha.csv
Alexval - Interior Designer;Interior designer;R. Dr. Francisco Sá Carneiro 24-A, 2530-108 Lourinhã, Portugal;+351 916 540 067;http://www.alexval.pt/;lourinha;Google Maps;google_maps_lourinha.csv
CV - Arquitetura e Engenharia;Civil engineer;R. Augusto Carolo 12, Areia Branca, 2530-068 Lourinhã, Portugal;+351 911 136 115;http://www.cv-arquiteturaengenharia.com/;lourinha;Google Maps;google_maps_lourinha.csv
Horto dos Barros;Landscape architect;;+351 910 708 028;;lourinha;Google Maps;google_maps_lourinha.csv
